symbol,variant_id,scan_date,partition,regime,entry_price,stop_loss,target_1,target_2,signal_rr,score,realized_rr,exit_reason,holding_period_bars
NBCC,MULTITF_V3A_STANDARD,2026-04-16,VAL,BULL,94.38999938964844,89.96,103.25,107.68,2.0,100.0,2.0,T1_HIT,1
NBCC,MULTITF_V3B_TIGHT_VCP,2026-04-16,VAL,BULL,94.38999938964844,89.96,103.25,107.68,2.0,100.0,2.0,T1_HIT,1
NBCC,MULTITF_V3C_MODERATE,2026-04-16,VAL,BULL,94.38999938964844,91.23,100.71,103.87,2.0,100.0,2.0,T1_HIT,1
NBCC,MULTITF_V3D_BULL_ONLY,2026-04-16,VAL,BULL,94.38999938964844,89.96,103.25,107.68,2.0,100.0,2.0,T1_HIT,1
ANGELONE,MULTITF_V3A_STANDARD,2026-05-06,VAL,BULL,323.20001220703125,311.72,346.16,357.64,2.0,90.0,-1.0,SL_HIT,4
ANGELONE,MULTITF_V3D_BULL_ONLY,2026-05-06,VAL,BULL,323.20001220703125,311.72,346.16,357.64,2.0,90.0,-1.0,SL_HIT,4
BHARTIARTL,MULTITF_V3C_MODERATE,2026-07-07,HOLDOUT,NEUTRAL,1943.0999755859373,1912.12,2005.06,2036.04,2.0,80.0,-1.0,SL_HIT,1
BHARTIARTL,MULTITF_V3C_MODERATE,2026-07-31,HOLDOUT,NEUTRAL,1972.4000244140625,1939.32,2038.56,2071.64,2.0,70.0,-1.0,SL_HIT,2
FEDFINA,MULTITF_V3C_MODERATE,2026-06-03,HOLDOUT,BULL,162.60000610351562,150.88,186.04,197.76,2.0,90.0,2.0,T1_HIT,1
FEDFINA,MULTITF_V3C_MODERATE,2026-06-11,HOLDOUT,BULL,153.1699981689453,144.13,171.25,180.29,2.0,80.0,2.0,T1_HIT,1
NORTHARC,MULTITF_V3A_STANDARD,2026-07-01,HOLDOUT,BULL,306.70001220703125,290.32,339.46,355.84,2.0,90.0,-1.0,SL_HIT,19
NORTHARC,MULTITF_V3C_MODERATE,2026-07-01,HOLDOUT,BULL,306.70001220703125,295.01,330.08,341.77,2.0,100.0,-1.0,SL_HIT,5
NORTHARC,MULTITF_V3D_BULL_ONLY,2026-07-01,HOLDOUT,BULL,306.70001220703125,290.32,339.46,355.84,2.0,90.0,-1.0,SL_HIT,19
AAVAS,MULTITF_V3C_MODERATE,2026-06-11,HOLDOUT,BEAR,1323.300048828125,1277.04,1415.82,1462.08,2.0,95.0,2.0,T1_HIT,1
AAVAS,MULTITF_V3C_MODERATE,2026-06-18,HOLDOUT,NEUTRAL,1465.199951171875,1424.73,1546.14,1586.61,2.0,80.0,-1.0,SL_HIT,2
TRENT,MULTITF_V3A_STANDARD,2026-07-29,HOLDOUT,BEAR,2960.0,2896.29,3087.42,3151.13,2.0,90.0,2.0,T1_HIT,4
TRENT,MULTITF_V3B_TIGHT_VCP,2026-07-29,HOLDOUT,BEAR,2960.0,2896.29,3087.42,3151.13,2.0,90.0,2.0,T1_HIT,4
TRENT,MULTITF_V3C_MODERATE,2026-07-29,HOLDOUT,BEAR,2960.0,2903.49,3073.02,3129.53,2.0,90.0,2.0,T1_HIT,4
NATCOPHARM,MULTITF_V3A_STANDARD,2026-05-26,VAL,BULL,1185.300048828125,1154.84,1246.22,1276.68,2.0,85.0,-1.0,SL_HIT,3
NATCOPHARM,MULTITF_V3C_MODERATE,2026-05-26,VAL,BULL,1185.300048828125,1159.74,1236.42,1261.98,2.0,85.0,-1.0,SL_HIT,3
NATCOPHARM,MULTITF_V3D_BULL_ONLY,2026-05-26,VAL,BULL,1185.300048828125,1154.84,1246.22,1276.68,2.0,85.0,-1.0,SL_HIT,3
ASTRAMICRO,MULTITF_V3C_MODERATE,2026-06-03,HOLDOUT,BULL,1385.800048828125,1308.67,1540.06,1617.19,2.0,85.0,2.0,T1_HIT,2
BHARATFORG,MULTITF_V3A_STANDARD,2026-05-25,VAL,BULL,1939.5,1881.01,2056.48,2114.97,2.0,90.0,-1.0,SL_HIT,6
BHARATFORG,MULTITF_V3B_TIGHT_VCP,2026-05-25,VAL,BULL,1939.5,1881.01,2056.48,2114.97,2.0,90.0,-1.0,SL_HIT,6
BHARATFORG,MULTITF_V3D_BULL_ONLY,2026-05-25,VAL,BULL,1939.5,1881.01,2056.48,2114.97,2.0,90.0,-1.0,SL_HIT,6
BHARATFORG,MULTITF_V3A_STANDARD,2026-06-22,HOLDOUT,BULL,2064.89990234375,2011.15,2172.4,2226.15,2.0,75.0,2.0,T1_HIT,5
BHARATFORG,MULTITF_V3C_MODERATE,2026-06-22,HOLDOUT,BULL,2064.89990234375,2017.15,2160.4,2208.15,2.0,75.0,2.0,T1_HIT,2
BHARATFORG,MULTITF_V3D_BULL_ONLY,2026-06-22,HOLDOUT,BULL,2064.89990234375,2011.15,2172.4,2226.15,2.0,75.0,2.0,T1_HIT,5
BHARATFORG,MULTITF_V3C_MODERATE,2026-06-22,HOLDOUT,BULL,2104.0,2026.15,2259.7,2337.55,2.0,85.0,1.349,HORIZON_REACHED,20
SBIN,MULTITF_V3C_MODERATE,2026-08-05,HOLDOUT,BULL,1052.0999755859375,1027.57,1101.16,1125.69,2.0,80.0,2.0,T1_HIT,2
SIGNPOST,MULTITF_V3C_MODERATE,2026-05-25,VAL,BULL,301.1499938964844,283.91,335.63,352.87,2.0,85.0,-1.0,SL_HIT,5
KIRLOSBROS,MULTITF_V3A_STANDARD,2026-07-13,HOLDOUT,BULL,1956.0,1887.93,2092.14,2160.21,2.0,95.0,-1.0,SL_HIT,1
KIRLOSBROS,MULTITF_V3B_TIGHT_VCP,2026-07-13,HOLDOUT,BULL,1956.0,1887.93,2092.14,2160.21,2.0,95.0,-1.0,SL_HIT,1
KIRLOSBROS,MULTITF_V3C_MODERATE,2026-07-13,HOLDOUT,BULL,1956.0,1887.93,2092.14,2160.21,2.0,95.0,-1.0,SL_HIT,1
KIRLOSBROS,MULTITF_V3D_BULL_ONLY,2026-07-13,HOLDOUT,BULL,1956.0,1887.93,2092.14,2160.21,2.0,95.0,-1.0,SL_HIT,1
VMM,MULTITF_V3A_STANDARD,2026-05-21,VAL,BEAR,123.68000030517578,120.53,129.98,133.13,2.0,85.0,-1.0,SL_HIT,2
VMM,MULTITF_V3C_MODERATE,2026-05-21,VAL,BEAR,123.68000030517578,120.53,129.98,133.13,2.0,85.0,-1.0,SL_HIT,2
TECHM,MULTITF_V3C_MODERATE,2026-07-07,HOLDOUT,NEUTRAL,1459.9000244140625,1385.89,1607.92,1681.93,2.0,85.0,2.0,T1_HIT,9
TECHM,MULTITF_V3C_MODERATE,2026-07-13,HOLDOUT,BULL,1492.699951171875,1437.67,1602.76,1657.79,2.0,100.0,2.0,T1_HIT,5
TECHM,MULTITF_V3A_STANDARD,2026-07-16,HOLDOUT,BULL,1527.699951171875,1445.37,1692.36,1774.69,2.0,85.0,1.352,HORIZON_REACHED,20
TECHM,MULTITF_V3C_MODERATE,2026-07-16,HOLDOUT,BULL,1527.699951171875,1468.87,1645.36,1704.19,2.0,95.0,2.0,T1_HIT,9
TECHM,MULTITF_V3D_BULL_ONLY,2026-07-16,HOLDOUT,BULL,1527.699951171875,1445.37,1692.36,1774.69,2.0,85.0,1.352,HORIZON_REACHED,20
BERGEPAINT,MULTITF_V3C_MODERATE,2026-05-26,VAL,NEUTRAL,517.0,498.35,554.3,572.95,2.0,95.0,-1.0,SL_HIT,3
MEDPLUS,MULTITF_V3C_MODERATE,2026-04-07,VAL,BULL,868.1500244140625,833.26,937.93,972.82,2.0,90.0,0.383,HORIZON_REACHED,20
TARIL,MULTITF_V3C_MODERATE,2026-04-15,VAL,BEAR,323.1000061035156,304.33,360.64,379.41,2.0,85.0,-1.0,SL_HIT,5
TARIL,MULTITF_V3A_STANDARD,2026-04-17,VAL,BEAR,331.3500061035156,311.42,371.21,391.14,2.0,85.0,-1.0,SL_HIT,3
TARIL,MULTITF_V3C_MODERATE,2026-04-17,VAL,BEAR,331.3500061035156,311.42,371.21,391.14,2.0,85.0,-1.0,SL_HIT,3
TARIL,MULTITF_V3A_STANDARD,2026-06-18,HOLDOUT,NEUTRAL,335.8999938964844,321.41,364.88,379.37,2.0,90.0,2.0,T1_HIT,1
TARIL,MULTITF_V3B_TIGHT_VCP,2026-06-18,HOLDOUT,NEUTRAL,335.8999938964844,321.41,364.88,379.37,2.0,90.0,2.0,T1_HIT,1
TARIL,MULTITF_V3C_MODERATE,2026-06-18,HOLDOUT,NEUTRAL,335.8999938964844,321.41,364.88,379.37,2.0,80.0,2.0,T1_HIT,1
TIMETECHNO,MULTITF_V3A_STANDARD,2026-04-09,VAL,BULL,184.08999633789065,174.48,203.31,212.92,2.0,90.0,2.0,T1_HIT,2
TIMETECHNO,MULTITF_V3B_TIGHT_VCP,2026-04-09,VAL,BULL,184.08999633789065,174.48,203.31,212.92,2.0,90.0,2.0,T1_HIT,2
TIMETECHNO,MULTITF_V3C_MODERATE,2026-04-09,VAL,BULL,184.08999633789065,174.78,202.71,212.02,2.0,90.0,2.0,T1_HIT,2
TIMETECHNO,MULTITF_V3D_BULL_ONLY,2026-04-09,VAL,BULL,184.08999633789065,174.48,203.31,212.92,2.0,90.0,2.0,T1_HIT,2
TIMETECHNO,MULTITF_V3A_STANDARD,2026-04-13,VAL,BULL,192.50999450683597,181.15,215.23,226.59,2.0,80.0,2.0,T1_HIT,1
TIMETECHNO,MULTITF_V3C_MODERATE,2026-04-13,VAL,BULL,192.50999450683597,181.15,215.23,226.59,2.0,80.0,2.0,T1_HIT,1
TIMETECHNO,MULTITF_V3D_BULL_ONLY,2026-04-13,VAL,BULL,192.50999450683597,181.15,215.23,226.59,2.0,80.0,2.0,T1_HIT,1
TIMETECHNO,MULTITF_V3C_MODERATE,2026-06-23,HOLDOUT,BULL,181.8999938964844,173.17,199.36,208.09,2.0,90.0,2.0,T1_HIT,2
SGFIN,MULTITF_V3C_MODERATE,2026-06-03,HOLDOUT,BULL,576.4500122070312,555.61,618.13,638.97,2.0,80.0,2.0,T1_HIT,8
RATEGAIN,MULTITF_V3A_STANDARD,2026-05-29,VAL,BULL,757.25,719.79,832.17,869.63,2.0,95.0,2.0,T1_HIT,11
RATEGAIN,MULTITF_V3B_TIGHT_VCP,2026-05-29,VAL,BULL,757.25,719.79,832.17,869.63,2.0,95.0,2.0,T1_HIT,11
RATEGAIN,MULTITF_V3C_MODERATE,2026-05-29,VAL,BULL,757.25,719.79,832.17,869.63,2.0,85.0,2.0,T1_HIT,11
RATEGAIN,MULTITF_V3D_BULL_ONLY,2026-05-29,VAL,BULL,757.25,719.79,832.17,869.63,2.0,95.0,2.0,T1_HIT,11
PNCINFRA,MULTITF_V3A_STANDARD,2026-05-06,VAL,BULL,223.5500030517578,212.76,245.13,255.92,2.0,100.0,2.0,T1_HIT,1
PNCINFRA,MULTITF_V3B_TIGHT_VCP,2026-05-06,VAL,BULL,223.5500030517578,212.76,245.13,255.92,2.0,100.0,2.0,T1_HIT,1
PNCINFRA,MULTITF_V3C_MODERATE,2026-05-06,VAL,BULL,223.5500030517578,214.01,242.63,252.17,2.0,100.0,2.0,T1_HIT,1
PNCINFRA,MULTITF_V3D_BULL_ONLY,2026-05-06,VAL,BULL,223.5500030517578,212.76,245.13,255.92,2.0,100.0,2.0,T1_HIT,1
PHOENIXLTD,MULTITF_V3A_STANDARD,2026-05-06,VAL,BULL,1835.4000244140625,1771.94,1962.32,2025.78,2.0,90.0,-1.0,SL_HIT,4
PHOENIXLTD,MULTITF_V3B_TIGHT_VCP,2026-05-06,VAL,BULL,1835.4000244140625,1771.94,1962.32,2025.78,2.0,90.0,-1.0,SL_HIT,4
PHOENIXLTD,MULTITF_V3C_MODERATE,2026-05-06,VAL,BULL,1835.4000244140625,1771.94,1962.32,2025.78,2.0,90.0,-1.0,SL_HIT,4
PHOENIXLTD,MULTITF_V3D_BULL_ONLY,2026-05-06,VAL,BULL,1835.4000244140625,1771.94,1962.32,2025.78,2.0,90.0,-1.0,SL_HIT,4
PHOENIXLTD,MULTITF_V3A_STANDARD,2026-06-10,HOLDOUT,BULL,1789.800048828125,1719.18,1931.04,2001.66,2.0,100.0,2.0,T1_HIT,11
PHOENIXLTD,MULTITF_V3C_MODERATE,2026-06-10,HOLDOUT,BULL,1789.800048828125,1719.18,1931.04,2001.66,2.0,90.0,2.0,T1_HIT,11
PHOENIXLTD,MULTITF_V3D_BULL_ONLY,2026-06-10,HOLDOUT,BULL,1789.800048828125,1719.18,1931.04,2001.66,2.0,100.0,2.0,T1_HIT,11
GNA,MULTITF_V3C_MODERATE,2026-05-06,VAL,BULL,428.0499877929688,413.2,457.75,472.6,2.0,75.0,-1.0,SL_HIT,2
IREDA,MULTITF_V3A_STANDARD,2026-06-30,HOLDOUT,NEUTRAL,129.55999755859375,126.1,136.48,139.94,2.0,80.0,-1.0,SL_HIT,5
IREDA,MULTITF_V3B_TIGHT_VCP,2026-06-30,HOLDOUT,NEUTRAL,129.55999755859375,126.1,136.48,139.94,2.0,80.0,-1.0,SL_HIT,5
IREDA,MULTITF_V3C_MODERATE,2026-06-30,HOLDOUT,NEUTRAL,129.55999755859375,126.24,136.2,139.52,2.0,80.0,-1.0,SL_HIT,5
SEAMECLTD,MULTITF_V3C_MODERATE,2026-04-13,VAL,BULL,1549.699951171875,1496.75,1655.6,1708.55,2.0,90.0,-1.0,SL_HIT,6
SEAMECLTD,MULTITF_V3A_STANDARD,2026-04-13,VAL,BULL,1570.0,1496.75,1716.5,1789.75,2.0,90.0,-1.0,SL_HIT,6
SEAMECLTD,MULTITF_V3D_BULL_ONLY,2026-04-13,VAL,BULL,1570.0,1496.75,1716.5,1789.75,2.0,90.0,-1.0,SL_HIT,6
ABSLAMC,MULTITF_V3A_STANDARD,2026-05-07,VAL,BULL,1092.800048828125,1046.6,1185.2,1231.4,2.0,100.0,-1.0,SL_HIT,1
ABSLAMC,MULTITF_V3B_TIGHT_VCP,2026-05-07,VAL,BULL,1092.800048828125,1046.6,1185.2,1231.4,2.0,100.0,-1.0,SL_HIT,1
ABSLAMC,MULTITF_V3C_MODERATE,2026-05-07,VAL,BULL,1092.800048828125,1054.0,1170.4,1209.2,2.0,90.0,-1.0,SL_HIT,1
ABSLAMC,MULTITF_V3D_BULL_ONLY,2026-05-07,VAL,BULL,1092.800048828125,1046.6,1185.2,1231.4,2.0,100.0,-1.0,SL_HIT,1
ABSLAMC,MULTITF_V3A_STANDARD,2026-06-15,HOLDOUT,BULL,1128.699951171875,1077.37,1231.36,1282.69,2.0,90.0,-1.0,SL_HIT,2
ABSLAMC,MULTITF_V3C_MODERATE,2026-06-15,HOLDOUT,BULL,1128.699951171875,1084.37,1217.36,1261.69,2.0,100.0,-1.0,SL_HIT,2
ABSLAMC,MULTITF_V3D_BULL_ONLY,2026-06-15,HOLDOUT,BULL,1128.699951171875,1077.37,1231.36,1282.69,2.0,90.0,-1.0,SL_HIT,2
ABSLAMC,MULTITF_V3C_MODERATE,2026-06-15,HOLDOUT,BULL,1146.0999755859375,1086.77,1264.76,1324.09,2.0,75.0,-1.0,SL_HIT,2
ELECON,MULTITF_V3C_MODERATE,2026-04-30,VAL,BULL,503.3999938964844,476.56,557.08,583.92,2.0,90.0,2.0,T1_HIT,4
ELECON,MULTITF_V3C_MODERATE,2026-05-04,VAL,BULL,526.7000122070312,496.61,586.88,616.97,2.0,80.0,-1.0,SL_HIT,7
ELECON,MULTITF_V3A_STANDARD,2026-06-05,HOLDOUT,BULL,528.9000244140625,500.63,585.44,613.71,2.0,90.0,-0.078,HORIZON_REACHED,20
ELECON,MULTITF_V3C_MODERATE,2026-06-05,HOLDOUT,BULL,528.9000244140625,500.63,585.44,613.71,2.0,90.0,-0.078,HORIZON_REACHED,20
ELECON,MULTITF_V3D_BULL_ONLY,2026-06-05,HOLDOUT,BULL,528.9000244140625,500.63,585.44,613.71,2.0,90.0,-0.078,HORIZON_REACHED,20
CLEAN,MULTITF_V3A_STANDARD,2026-07-07,HOLDOUT,BEAR,805.0999755859375,776.36,862.58,891.32,2.0,80.0,-1.0,SL_HIT,1
CLEAN,MULTITF_V3C_MODERATE,2026-07-07,HOLDOUT,BEAR,805.0999755859375,776.36,862.58,891.32,2.0,80.0,-1.0,SL_HIT,1
COROMANDEL,MULTITF_V3A_STANDARD,2026-07-07,HOLDOUT,NEUTRAL,2075.199951171875,2028.42,2168.76,2215.54,2.0,90.0,-1.0,SL_HIT,1
COROMANDEL,MULTITF_V3B_TIGHT_VCP,2026-07-07,HOLDOUT,NEUTRAL,2075.199951171875,2028.42,2168.76,2215.54,2.0,90.0,-1.0,SL_HIT,1
COROMANDEL,MULTITF_V3C_MODERATE,2026-07-07,HOLDOUT,NEUTRAL,2075.199951171875,2028.42,2168.76,2215.54,2.0,80.0,-1.0,SL_HIT,1
EMAMILTD,MULTITF_V3C_MODERATE,2026-07-13,HOLDOUT,BEAR,427.5,415.12,452.26,464.64,2.0,70.0,-1.0,SL_HIT,2
ADVENZYMES,MULTITF_V3C_MODERATE,2026-04-13,VAL,NEUTRAL,303.3999938964844,286.87,336.46,352.99,2.0,80.0,2.0,T1_HIT,10
ADVENZYMES,MULTITF_V3A_STANDARD,2026-04-17,VAL,NEUTRAL,310.1000061035156,299.51,331.28,341.87,2.0,90.0,-1.0,SL_HIT,1
ADVENZYMES,MULTITF_V3C_MODERATE,2026-04-17,VAL,NEUTRAL,310.1000061035156,299.51,331.28,341.87,2.0,80.0,-1.0,SL_HIT,1
ADVENZYMES,MULTITF_V3C_MODERATE,2026-06-02,HOLDOUT,BULL,389.8999938964844,364.64,440.42,465.68,2.0,90.0,-1.0,SL_HIT,3
VIMTALABS,MULTITF_V3C_MODERATE,2026-05-26,VAL,BEAR,466.6000061035156,452.73,494.34,508.21,2.0,85.0,-1.0,SL_HIT,5
VIMTALABS,MULTITF_V3C_MODERATE,2026-06-12,HOLDOUT,NEUTRAL,552.0,514.13,627.74,665.61,2.0,90.0,0.372,HORIZON_REACHED,20
MANKIND,MULTITF_V3A_STANDARD,2026-05-05,VAL,NEUTRAL,2300.39990234375,2227.89,2445.42,2517.93,2.0,95.0,2.0,T1_HIT,3
MANKIND,MULTITF_V3B_TIGHT_VCP,2026-05-05,VAL,NEUTRAL,2300.39990234375,2227.89,2445.42,2517.93,2.0,95.0,2.0,T1_HIT,3
MANKIND,MULTITF_V3C_MODERATE,2026-05-05,VAL,NEUTRAL,2300.39990234375,2235.49,2430.22,2495.13,2.0,95.0,2.0,T1_HIT,3
MANKIND,MULTITF_V3A_STANDARD,2026-06-19,HOLDOUT,BULL,2426.89990234375,2369.16,2542.38,2600.12,2.0,80.0,2.0,T1_HIT,1
MANKIND,MULTITF_V3C_MODERATE,2026-06-19,HOLDOUT,BULL,2426.89990234375,2370.35,2540.0,2596.55,2.0,80.0,2.0,T1_HIT,1
MANKIND,MULTITF_V3D_BULL_ONLY,2026-06-19,HOLDOUT,BULL,2426.89990234375,2369.16,2542.38,2600.12,2.0,80.0,2.0,T1_HIT,1
BAJFINANCE,MULTITF_V3A_STANDARD,2026-07-07,HOLDOUT,BULL,1042.4000244140625,1019.97,1087.26,1109.69,2.0,100.0,-1.0,SL_HIT,1
BAJFINANCE,MULTITF_V3B_TIGHT_VCP,2026-07-07,HOLDOUT,BULL,1042.4000244140625,1019.97,1087.26,1109.69,2.0,100.0,-1.0,SL_HIT,1
BAJFINANCE,MULTITF_V3D_BULL_ONLY,2026-07-07,HOLDOUT,BULL,1042.4000244140625,1019.97,1087.26,1109.69,2.0,100.0,-1.0,SL_HIT,1
DATAPATTNS,MULTITF_V3A_STANDARD,2026-04-08,VAL,BULL,3401.60009765625,3232.52,3739.76,3908.84,2.0,100.0,-1.0,SL_HIT,3
DATAPATTNS,MULTITF_V3C_MODERATE,2026-04-08,VAL,BULL,3401.60009765625,3232.52,3739.76,3908.84,2.0,90.0,-1.0,SL_HIT,3
DATAPATTNS,MULTITF_V3D_BULL_ONLY,2026-04-08,VAL,BULL,3401.60009765625,3232.52,3739.76,3908.84,2.0,100.0,-1.0,SL_HIT,3
DATAPATTNS,MULTITF_V3C_MODERATE,2026-04-21,VAL,BULL,3722.0,3471.16,4223.68,4474.52,2.0,90.0,2.0,T1_HIT,6
DATAPATTNS,MULTITF_V3A_STANDARD,2026-06-16,HOLDOUT,BULL,4645.7001953125,4390.3,5156.5,5411.9,2.0,90.0,-1.0,SL_HIT,9
DATAPATTNS,MULTITF_V3B_TIGHT_VCP,2026-06-16,HOLDOUT,BULL,4645.7001953125,4390.3,5156.5,5411.9,2.0,90.0,-1.0,SL_HIT,9
DATAPATTNS,MULTITF_V3D_BULL_ONLY,2026-06-16,HOLDOUT,BULL,4645.7001953125,4390.3,5156.5,5411.9,2.0,90.0,-1.0,SL_HIT,9
EDELWEISS,MULTITF_V3C_MODERATE,2026-06-19,HOLDOUT,BULL,125.4000015258789,119.07,138.06,144.39,2.0,85.0,-1.0,SL_HIT,13
EDELWEISS,MULTITF_V3A_STANDARD,2026-07-01,HOLDOUT,BULL,126.30999755859376,119.29,140.35,147.37,2.0,90.0,-1.0,SL_HIT,5
EDELWEISS,MULTITF_V3D_BULL_ONLY,2026-07-01,HOLDOUT,BULL,126.30999755859376,119.29,140.35,147.37,2.0,90.0,-1.0,SL_HIT,5
SCI,MULTITF_V3A_STANDARD,2026-05-04,VAL,BULL,317.20001220703125,298.97,353.66,371.89,2.0,85.0,2.0,T1_HIT,5
SCI,MULTITF_V3D_BULL_ONLY,2026-05-04,VAL,BULL,317.20001220703125,298.97,353.66,371.89,2.0,85.0,2.0,T1_HIT,5
CUB,MULTITF_V3C_MODERATE,2026-07-07,HOLDOUT,BULL,231.2700042724609,221.17,251.47,261.57,2.0,90.0,-1.0,SL_HIT,1
IIFLCAPS,MULTITF_V3A_STANDARD,2026-06-17,HOLDOUT,BULL,346.25,338.49,361.77,369.53,2.0,90.0,-1.0,SL_HIT,6
IIFLCAPS,MULTITF_V3D_BULL_ONLY,2026-06-17,HOLDOUT,BULL,346.25,338.49,361.77,369.53,2.0,90.0,-1.0,SL_HIT,6
IEX,MULTITF_V3C_MODERATE,2026-05-22,VAL,NEUTRAL,127.61000061035156,124.96,132.91,135.56,2.0,75.0,-1.0,SL_HIT,7
CAMS,MULTITF_V3C_MODERATE,2026-05-29,VAL,BULL,806.4000244140625,776.32,866.56,896.64,2.0,100.0,-1.0,SL_HIT,1
BALRAMCHIN,MULTITF_V3A_STANDARD,2026-05-12,VAL,BULL,533.9500122070312,517.8,566.25,582.4,2.0,85.0,-1.0,SL_HIT,2
BALRAMCHIN,MULTITF_V3B_TIGHT_VCP,2026-05-12,VAL,BULL,533.9500122070312,517.8,566.25,582.4,2.0,85.0,-1.0,SL_HIT,2
BALRAMCHIN,MULTITF_V3C_MODERATE,2026-05-12,VAL,BULL,533.9500122070312,517.8,566.25,582.4,2.0,85.0,-1.0,SL_HIT,2
BALRAMCHIN,MULTITF_V3D_BULL_ONLY,2026-05-12,VAL,BULL,533.9500122070312,517.8,566.25,582.4,2.0,85.0,-1.0,SL_HIT,2
JSWINFRA,MULTITF_V3C_MODERATE,2026-06-12,HOLDOUT,BULL,291.20001220703125,272.81,327.98,346.37,2.0,90.0,2.0,T1_HIT,8
JSWINFRA,MULTITF_V3C_MODERATE,2026-06-18,HOLDOUT,BULL,304.04998779296875,294.43,323.29,332.91,2.0,90.0,2.0,T1_HIT,4
NYKAA,MULTITF_V3A_STANDARD,2026-05-05,VAL,BULL,271.5,262.08,290.34,299.76,2.0,80.0,-1.0,SL_HIT,5
NYKAA,MULTITF_V3C_MODERATE,2026-05-05,VAL,BULL,271.5,262.08,290.34,299.76,2.0,80.0,-1.0,SL_HIT,5
NYKAA,MULTITF_V3D_BULL_ONLY,2026-05-05,VAL,BULL,271.5,262.08,290.34,299.76,2.0,80.0,-1.0,SL_HIT,5
NYKAA,MULTITF_V3C_MODERATE,2026-07-10,HOLDOUT,BULL,328.75,320.94,344.37,352.18,2.0,75.0,-1.0,SL_HIT,5
SANGHVIMOV,MULTITF_V3C_MODERATE,2026-07-03,HOLDOUT,BULL,463.7999877929688,444.18,503.04,522.66,2.0,75.0,-1.0,SL_HIT,2
MARUTI,MULTITF_V3C_MODERATE,2026-07-07,HOLDOUT,NEUTRAL,14542.0,14335.54,14954.92,15161.38,2.0,95.0,-1.0,SL_HIT,1
MARUTI,MULTITF_V3A_STANDARD,2026-07-27,HOLDOUT,BEAR,13730.0,13352.16,14485.68,14863.52,2.0,85.0,-0.291,HORIZON_REACHED,20
MARUTI,MULTITF_V3C_MODERATE,2026-07-27,HOLDOUT,BEAR,13730.0,13380.16,14429.68,14779.52,2.0,85.0,-0.314,HORIZON_REACHED,20
MARUTI,MULTITF_V3C_MODERATE,2026-07-29,HOLDOUT,BEAR,13944.0,13669.4,14493.2,14767.8,2.0,70.0,-1.0,SL_HIT,15
MARUTI,MULTITF_V3A_STANDARD,2026-07-30,HOLDOUT,NEUTRAL,14069.0,13772.32,14662.36,14959.04,2.0,75.0,-1.0,SL_HIT,2
MARUTI,MULTITF_V3C_MODERATE,2026-08-11,HOLDOUT,NEUTRAL,14169.0,14010.77,14485.46,14643.69,2.0,85.0,-1.0,SL_HIT,1
ATGL,MULTITF_V3A_STANDARD,2026-07-01,HOLDOUT,BULL,742.0,712.83,800.34,829.51,2.0,95.0,-1.0,SL_HIT,4
ATGL,MULTITF_V3C_MODERATE,2026-07-01,HOLDOUT,BULL,742.0,714.13,797.74,825.61,2.0,95.0,-1.0,SL_HIT,4
ATGL,MULTITF_V3D_BULL_ONLY,2026-07-01,HOLDOUT,BULL,742.0,712.83,800.34,829.51,2.0,95.0,-1.0,SL_HIT,4
WELCORP,MULTITF_V3A_STANDARD,2026-05-11,VAL,BULL,1319.4000244140625,1272.67,1412.86,1459.59,2.0,100.0,-1.0,SL_HIT,6
WELCORP,MULTITF_V3D_BULL_ONLY,2026-05-11,VAL,BULL,1319.4000244140625,1272.67,1412.86,1459.59,2.0,100.0,-1.0,SL_HIT,6
WELCORP,MULTITF_V3A_STANDARD,2026-05-13,VAL,BULL,1355.699951171875,1305.77,1455.56,1505.49,2.0,100.0,-1.0,SL_HIT,2
WELCORP,MULTITF_V3D_BULL_ONLY,2026-05-13,VAL,BULL,1355.699951171875,1305.77,1455.56,1505.49,2.0,100.0,-1.0,SL_HIT,2
